Site,Plot,Substrate,SA
800,12,W,1884.954
800,12,W,2890.2628
800,12,W,15079.632
800,26,B,70.43454347
800,26,B,75.19030132
800,26,B,83.6693371
800,26,B,83.6693371
800,26,B,83.6693371
800,26,B,83.6693371
800,26,B,83.6693371
800,26,B,83.6693371
800,26,B,83.6693371
800,26,B,83.6693371
800,26,B,83.6693371
800,26,B,83.6693371
800,26,B,86.53233293
800,26,B,94.63455191
800,26,B,109.7519946
800,26,B,109.7519946
800,26,B,109.7519946
800,26,B,110.910593
800,26,B,115.6983746
800,26,B,122.0146924
800,26,B,141.3677271
800,26,B,148.0964519
800,26,B,151.0711977
800,26,B,151.0711977
800,26,B,160.7887913
800,26,B,163.0299242
800,26,B,175.0141207
800,26,B,190.0069736
800,26,B,192.9946531
800,26,B,197.5342579
800,26,B,199.7634505
800,26,B,205.0387511
800,26,B,215.565422
800,26,B,238.2309158
800,26,B,247.2658884
800,26,B,259.3463618
800,26,B,263.1540455
800,26,B,327.5040955
800,26,B,415.6739795
800,26,G,35711.21354
800,26,L,47.12385
800,26,L,47.12385
800,26,L,47.12385
800,26,L,47.12385
800,26,L,47.12385
800,26,L,47.12385
800,26,L,47.12385
800,26,L,47.12385
800,26,L,47.12385
800,26,L,259.181175
800,26,L,259.181175
800,26,L,259.181175
800,26,L,259.181175
800,26,L,471.2385
800,26,L,471.2385
800,26,L,471.2385
800,26,L,471.2385
800,26,L,471.2385
800,26,L,471.2385
800,26,W,314.159
800,26,W,458.67214
800,26,W,3141.59
800,26,W,3141.59
800,26,W,5717.6938
800,26,W,6427.69314
800,26,W,7916.8068
800,26,W,8812.15995
800,38,G,33049.10406
800,38,L,122.52201
800,38,L,122.52201
800,38,L,122.52201
800,38,L,122.52201
800,38,L,122.52201
800,38,L,144.51314
800,38,L,144.51314
800,38,L,144.51314
800,38,L,144.51314
800,38,L,144.51314
800,38,L,198.7055675
800,38,L,198.7055675
800,38,L,198.7055675
800,38,L,198.7055675
800,38,L,198.7055675
800,38,L,198.7055675
800,38,L,198.7055675
800,38,W,125.6636
800,38,W,125.6636
800,38,W,141.37155
800,38,W,219.9113
800,38,W,219.9113
800,38,W,241.90243
800,38,W,251.3272
800,38,W,251.3272
800,38,W,251.3272
800,38,W,251.3272
800,38,W,251.3272
800,38,W,376.9908
800,38,W,502.6544
800,38,W,534.0703
800,38,W,628.318
800,38,W,659.7339
800,38,W,1099.5565
800,38,W,1256.636
800,38,W,1507.9632
800,38,W,2827.431
800,38,W,9613.2654
800,38,W,16493.3475
800,46,G,36950
800,46,L,80.110545
800,46,L,80.110545
800,46,L,80.110545
800,46,L,80.110545
800,46,L,80.110545
800,46,L,80.110545
800,46,W,314.159
800,46,W,314.159
800,46,W,314.159
800,46,W,314.159
800,46,W,314.159
800,46,W,314.159
800,46,W,376.9908
800,46,W,376.9908
800,46,W,628.318
800,46,W,628.318
800,46,W,628.318
800,46,W,628.318
800,46,W,628.318
800,46,W,628.318
800,46,W,628.318
800,46,W,942.477
800,46,W,2356.1925
800,58,G,36200
800,58,L,47.12385
800,58,L,47.12385
800,58,L,47.12385
800,58,L,47.12385
800,58,L,47.12385
800,58,L,47.12385
800,58,L,47.12385
800,58,L,47.12385
800,58,L,47.12385
800,58,W,376.9908
800,58,W,565.4862
800,58,W,10995.565
800,66,G,32684.29205
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,113.09724
800,66,L,141.37155
800,66,L,141.37155
800,66,L,141.37155
800,66,L,141.37155
800,66,L,141.37155
800,66,L,141.37155
800,66,L,141.37155
800,66,L,141.37155
800,66,L,141.37155
800,66,L,141.37155
800,66,L,141.37155
800,66,L,157.0795
800,66,L,157.0795
800,66,L,157.0795
800,66,L,157.0795
800,66,L,157.0795
800,66,L,157.0795
800,66,L,157.0795
800,66,L,376.9908
800,66,L,376.9908
800,66,W,78.53975
800,66,W,78.53975
800,66,W,78.53975
800,66,W,314.159
800,66,W,314.159
800,66,W,314.159
800,66,W,314.159
800,66,W,314.159
800,66,W,314.159
800,66,W,628.318
800,66,W,628.318
800,66,W,942.477
800,66,W,1884.954
800,66,W,3455.749
800,66,W,3769.908
800,66,W,7225.657
800,66,W,7853.975
800,66,W,11623.883
800,66,W,15079.632
800,78,G,36585.86285
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,175.92904
800,78,L,353.428875
800,78,L,353.428875
800,78,L,353.428875
800,78,W,125.6636
800,78,W,125.6636
800,78,W,125.6636
800,78,W,125.6636
800,78,W,125.6636
800,78,W,125.6636
800,78,W,125.6636
800,78,W,125.6636
800,78,W,125.6636
800,78,W,125.6636
800,78,W,125.6636
800,78,W,125.6636
800,78,W,125.6636
800,78,W,314.159
800,78,W,628.318
800,78,W,10681.406
800,102,G,39271.98021
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,298.45105
800,102,L,461.81373
800,102,L,461.81373
800,102,L,461.81373
800,102,L,461.81373
800,102,W,314.159
800,102,W,314.159
800,102,W,314.159
800,102,W,314.159
800,102,W,314.159
800,102,W,314.159
800,102,W,314.159
800,102,W,314.159
800,102,W,314.159
800,102,W,471.2385
800,102,W,471.2385
800,102,W,471.2385
800,102,W,471.2385
800,102,W,471.2385
800,102,W,471.2385
800,102,W,1570.795
800,102,W,1884.954
800,102,W,1884.954
800,116,G,29979.55848
800,116,L,78.53975
800,116,L,78.53975
800,116,L,78.53975
800,116,L,109.95565
800,116,L,109.95565
800,116,L,109.95565
800,116,L,109.95565
800,116,L,109.95565
800,116,L,109.95565
800,116,L,148.4401275
800,116,L,148.4401275
800,116,L,148.4401275
800,116,L,148.4401275
800,116,L,148.4401275
800,116,L,565.4862
800,116,L,565.4862
800,116,L,565.4862
800,116,L,565.4862
800,116,L,612.61005
800,116,L,612.61005
800,116,L,612.61005
800,116,W,125.6636
800,116,W,1130.9724
800,116,W,1979.2017
800,116,W,3141.59
800,116,W,3392.9172
800,116,W,6283.18
800,116,W,18849.54
800,116,W,18849.54
CULV,6,B,79.30672584
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,171.3025278
CULV,6,B,185.8244607
CULV,6,B,212.7356146
CULV,6,B,223.3011758
CULV,6,B,279.019778
CULV,6,B,279.019778
CULV,6,B,315.8741297
CULV,6,B,317.2269033
CULV,6,B,367.6448159
CULV,6,B,383.5033631
CULV,6,B,456.8067408
CULV,6,B,516.2867852
CULV,6,B,647.4237623
CULV,6,B,668.7629393
CULV,6,B,692.5154578
CULV,6,B,713.5123561
CULV,6,B,742.3109538
CULV,6,B,856.512639
CULV,6,B,877.4843916
CULV,6,B,950.1063851
CULV,6,B,1023.056763
CULV,6,B,1108.947855
CULV,6,B,1142.8741
CULV,6,B,1571.23865
CULV,6,B,1595.546009
CULV,6,B,1808.082482
CULV,6,B,2001.389994
CULV,6,B,2061.654749
CULV,6,B,2105.505832
CULV,6,B,2139.747263
CULV,6,B,2293.707423
CULV,6,B,2994.215101
CULV,6,B,3831.833797
CULV,6,B,4459.836496
CULV,6,G,10000
CULV,6,G,20878.29051
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,127.234395
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,L,395.84034
CULV,6,W,314.159
CULV,6,W,314.159
CULV,6,W,314.159
CULV,6,W,314.159
CULV,6,W,314.159
CULV,6,W,314.159
CULV,6,W,314.159
CULV,6,W,314.159
CULV,6,W,2638.9356
CULV,6,W,6220.3482
CULV,6,W,32138.4657
CULV,16,B,188.7500075
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,226.0241686
CULV,16,B,416.3603106
CULV,16,B,1275.788624
CULV,16,B,4008.316534
CULV,16,B,6421.617594
CULV,16,G,18433.13199
CULV,16,G,20000
CULV,16,L,66.7587875
CULV,16,L,66.7587875
CULV,16,L,66.7587875
CULV,16,L,224.623685
CULV,16,L,224.623685
CULV,16,L,224.623685
CULV,16,L,224.623685
CULV,16,L,224.623685
CULV,16,W,314.159
CULV,16,W,314.159
CULV,16,W,6283.18
CULV,26,B,180.8193349
CULV,26,B,180.8193349
CULV,26,B,180.8193349
CULV,26,B,180.8193349
CULV,26,B,180.8193349
CULV,26,B,383.1425767
CULV,26,B,383.1425767
CULV,26,B,383.1425767
CULV,26,B,383.1425767
CULV,26,B,383.1425767
CULV,26,B,383.1425767
CULV,26,B,783.5504513
CULV,26,B,924.469107
CULV,26,B,5271.325831
CULV,26,G,15656.19712
CULV,26,G,20000
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,L,94.2477
CULV,26,W,942.477
CULV,26,W,942.477
CULV,26,W,1068.1406
CULV,26,W,1068.1406
CULV,26,W,2010.6176
CULV,26,W,2356.1925
CULV,26,W,3298.6695
CULV,26,W,4146.8988
CULV,26,W,7539.816
CULV,26,W,7539.816
CULV,26,W,7539.816
CULV,32,B,42.82563195
CULV,32,B,99.92647455
CULV,32,B,134.0283667
CULV,32,B,306.0160361
CULV,32,B,396.5336292
CULV,32,B,850.9611682
CULV,32,B,875.6836431
CULV,32,B,1034.345769
CULV,32,B,1227.454665
CULV,32,B,1227.454665
CULV,32,B,1227.454665
CULV,32,B,1227.454665
CULV,32,B,1408.883874
CULV,32,B,1408.883874
CULV,32,B,1408.883874
CULV,32,B,1568.058574
CULV,32,B,1619.479026
CULV,32,B,2500.349581
CULV,32,B,5787.435408
CULV,32,G,2426.411908
CULV,32,G,30000
CULV,32,L,157.0795
CULV,32,L,157.0795
CULV,32,W,314.159
CULV,32,W,1884.954
CULV,48,B,103.0987436
CULV,48,B,120.5462233
CULV,48,B,224.6275711
CULV,48,B,237.1271103
CULV,48,B,256.1607245
CULV,48,B,262.1247224
CULV,48,B,504.5767098
CULV,48,B,556.7332154
CULV,48,B,666.176497
CULV,48,B,733.6491002
CULV,48,B,821.974508
CULV,48,B,934.0649426
CULV,48,B,1113.136861
CULV,48,B,1410.798967
CULV,48,B,2984.649786
CULV,48,B,6845.577159
CULV,48,B,7944.556146
CULV,48,G,14396.58535
CULV,48,G,20000
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,131.94678
CULV,48,L,267.03515
CULV,48,L,267.03515
CULV,48,L,267.03515
CULV,48,L,267.03515
CULV,48,L,267.03515
CULV,48,L,267.03515
CULV,48,L,267.03515
CULV,48,L,267.03515
CULV,48,L,267.03515
CULV,48,L,267.03515
CULV,48,L,267.03515
CULV,48,L,267.03515
CULV,48,W,2827.431
CULV,48,W,2984.5105
CULV,52,B,198.7722071
CULV,52,B,198.7722071
CULV,52,B,198.7722071
CULV,52,B,233.161774
CULV,52,B,297.4002219
CULV,52,B,365.551076
CULV,52,B,456.8067408
CULV,52,B,541.6338724
CULV,52,B,685.4237597
CULV,52,B,927.5719229
CULV,52,B,1254.485423
CULV,52,B,1860.796831
CULV,52,B,2974.27652
CULV,52,B,3347.976974
CULV,52,B,3839.04627
CULV,52,B,5762.163488
CULV,52,G,14708.77704
CULV,52,G,20000
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,L,691.1498
CULV,52,W,314.159
CULV,52,W,314.159
CULV,52,W,314.159
CULV,52,W,1005.3088
