Site,Plot,Substrate,SA
CULV,68,B,113.4086179
CULV,68,B,113.4086179
CULV,68,B,113.4086179
CULV,68,B,113.4086179
CULV,68,B,113.4086179
CULV,68,B,113.4086179
CULV,68,B,222.0588323
CULV,68,B,222.0588323
CULV,68,B,222.0588323
CULV,68,B,222.0588323
CULV,68,B,222.0588323
CULV,68,B,244.2647156
CULV,68,B,496.076224
CULV,68,B,1920.829098
CULV,68,B,2637.291222
CULV,68,B,3698.173276
CULV,68,G,16461.78426
CULV,68,G,20000
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,62.8318
CULV,68,L,197.92017
CULV,68,L,197.92017
CULV,68,L,197.92017
CULV,68,L,197.92017
CULV,68,L,197.92017
CULV,68,L,197.92017
CULV,68,L,197.92017
CULV,68,L,197.92017
CULV,68,L,197.92017
CULV,68,L,197.92017
CULV,68,L,1036.7247
CULV,68,L,1036.7247
CULV,68,L,1036.7247
CULV,68,L,1036.7247
CULV,68,L,1036.7247
CULV,68,L,1036.7247
CULV,68,L,1036.7247
CULV,68,W,879.6452
CULV,68,W,879.6452
CULV,68,W,879.6452
CULV,68,W,1130.9724
CULV,68,W,6283.18
CULV,70,B,134.8214339
CULV,70,B,134.8214339
CULV,70,B,134.8214339
CULV,70,B,134.8214339
CULV,70,B,134.8214339
CULV,70,G,18040
CULV,70,G,20000
CULV,70,L,212.057325
CULV,70,L,212.057325
CULV,70,L,212.057325
CULV,70,L,212.057325
CULV,70,L,212.057325
CULV,70,L,212.057325
CULV,70,L,1036.7247
CULV,70,L,1036.7247
CULV,70,L,1036.7247
CULV,70,L,1036.7247
CULV,70,L,1036.7247
CULV,70,L,1036.7247
CULV,70,W,5654.862
CULV,70,W,6157.5164
CULV,82,B,590.0420402
CULV,82,B,873.4427733
CULV,82,B,873.4427733
CULV,82,B,873.4427733
CULV,82,B,873.4427733
CULV,82,B,873.4427733
CULV,82,B,873.4427733
CULV,82,B,873.4427733
CULV,82,B,873.4427733
CULV,82,B,873.4427733
CULV,82,B,873.4427733
CULV,82,B,873.4427733
CULV,82,B,873.4427733
CULV,82,B,1808.932208
CULV,82,B,2596.969271
CULV,82,B,3216.505579
CULV,82,B,3216.505579
CULV,82,G,10000
CULV,82,G,18115.59873
CULV,82,L,142.942345
CULV,82,L,142.942345
CULV,82,L,142.942345
CULV,82,L,691.1498
CULV,82,L,691.1498
CULV,82,L,691.1498
CULV,82,L,691.1498
CULV,82,L,691.1498
CULV,82,L,691.1498
CULV,82,L,691.1498
CULV,82,L,691.1498
CULV,82,L,691.1498
CULV,82,L,691.1498
CULV,82,L,691.1498
CULV,82,L,691.1498
CULV,82,W,628.318
CULV,82,W,628.318
CULV,82,W,691.1498
CULV,82,W,753.9816
CULV,82,W,1319.4678
CULV,98,B,99.92647455
CULV,98,B,99.92647455
CULV,98,B,99.92647455
CULV,98,B,99.92647455
CULV,98,B,99.92647455
CULV,98,B,164.9579897
CULV,98,B,164.9579897
CULV,98,B,164.9579897
CULV,98,B,164.9579897
CULV,98,B,164.9579897
CULV,98,B,164.9579897
CULV,98,B,164.9579897
CULV,98,B,164.9579897
CULV,98,B,273.2121039
CULV,98,B,471.4219331
CULV,98,B,555.1470809
CULV,98,B,1329.764412
CULV,98,B,9057.97146
CULV,98,G,30839.61427
CULV,98,W,1256.636
CULV,98,W,8972.38104
CULV,98,W,25132.72
CULV,100,B,207.2627935
CULV,100,B,207.2627935
CULV,100,B,207.2627935
CULV,100,B,207.2627935
CULV,100,B,435.1658395
CULV,100,B,435.1658395
CULV,100,B,435.1658395
CULV,100,B,435.1658395
CULV,100,G,10000
CULV,100,G,19385.26643
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,L,50.26544
CULV,100,W,4146.8988
CULV,100,W,4146.8988
CULV,100,W,6534.5072
CULV,100,W,17090.2496
CULV,100,W,18849.54
CULV,100,W,30159.264
CULV,112,B,95.168071
CULV,112,B,95.168071
CULV,112,B,95.168071
CULV,112,B,95.168071
CULV,112,B,154.6481154
CULV,112,B,154.6481154
CULV,112,B,154.6481154
CULV,112,B,215.7142943
CULV,112,B,572.5945605
CULV,112,B,1998.529491
CULV,112,G,7402.324085
CULV,112,G,30000
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,L,102.101675
CULV,112,W,376.9908
CULV,112,W,376.9908
CULV,112,W,376.9908
CULV,112,W,376.9908
CULV,112,W,376.9908
CULV,112,W,376.9908
CULV,112,W,376.9908
CULV,112,W,376.9908
CULV,112,W,376.9908
CULV,112,W,376.9908
CULV,112,W,376.9908
CULV,112,W,376.9908
CULV,112,W,1884.954
DOWN,6,B,82.47899487
DOWN,6,B,82.47899487
DOWN,6,B,82.47899487
DOWN,6,B,82.47899487
DOWN,6,B,82.47899487
DOWN,6,B,82.47899487
DOWN,6,B,82.47899487
DOWN,6,B,82.47899487
DOWN,6,B,264.0210916
DOWN,6,B,264.0210916
DOWN,6,B,264.0210916
DOWN,6,B,264.0210916
DOWN,6,B,264.0210916
DOWN,6,B,264.0210916
DOWN,6,B,264.0210916
DOWN,6,B,264.0210916
DOWN,6,B,264.0210916
DOWN,6,B,264.0210916
DOWN,6,B,264.0210916
DOWN,6,B,264.0210916
DOWN,6,B,310.089298
DOWN,6,B,310.089298
DOWN,6,B,310.089298
DOWN,6,B,310.089298
DOWN,6,B,310.089298
DOWN,6,B,310.089298
DOWN,6,B,310.089298
DOWN,6,B,639.809476
DOWN,6,B,639.809476
DOWN,6,B,639.809476
DOWN,6,B,639.809476
DOWN,6,B,731.9158932
DOWN,6,B,908.6528549
DOWN,6,B,1739.873628
DOWN,6,B,1954.288223
DOWN,6,B,1957.686886
DOWN,6,B,2102.642117
DOWN,6,B,2197.695613
DOWN,6,B,3281.905735
DOWN,6,B,3281.905735
DOWN,6,B,3281.905735
DOWN,6,B,4018.897834
DOWN,6,B,5514.914747
DOWN,6,B,5912.72121
DOWN,6,B,7179.23283
DOWN,6,B,8037.590098
DOWN,6,B,9885.373753
DOWN,6,B,10219.35616
DOWN,6,B,12565.29156
DOWN,6,B,15631.45598
DOWN,6,B,16267.43486
DOWN,6,B,17743.18259
DOWN,6,B,21861.82116
DOWN,6,B,33887.53049
DOWN,6,G,39346.54928
DOWN,6,G,40000
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,L,82.4667375
DOWN,6,W,314.159
DOWN,6,W,314.159
DOWN,6,W,314.159
DOWN,6,W,314.159
DOWN,6,W,314.159
DOWN,6,W,314.159
DOWN,6,W,314.159
DOWN,6,W,314.159
DOWN,6,W,12252.201
DOWN,6,W,22619.448
DOWN,6,W,32672.536
DOWN,16,B,396.5336292
DOWN,16,B,396.5336292
DOWN,16,B,396.5336292
DOWN,16,B,396.5336292
DOWN,16,B,396.5336292
DOWN,16,B,396.5336292
DOWN,16,B,396.5336292
DOWN,16,B,396.5336292
DOWN,16,B,703.4195455
DOWN,16,B,894.8967097
DOWN,16,B,894.8967097
DOWN,16,B,894.8967097
DOWN,16,B,894.8967097
DOWN,16,B,894.8967097
DOWN,16,B,894.8967097
DOWN,16,B,894.8967097
DOWN,16,B,1637.808812
DOWN,16,B,1787.5736
DOWN,16,B,2289.854564
DOWN,16,B,2289.854564
DOWN,16,B,2289.854564
DOWN,16,B,2537.775611
DOWN,16,B,2703.341519
DOWN,16,B,3491.596695
DOWN,16,B,3491.596695
DOWN,16,B,4484.602035
DOWN,16,B,4644.921026
DOWN,16,B,5428.287577
DOWN,16,B,5858.865069
DOWN,16,B,6021.215513
DOWN,16,B,6232.963845
DOWN,16,B,6768.523053
DOWN,16,B,7351.733485
DOWN,16,B,8574.122351
DOWN,16,B,10439.80728
DOWN,16,B,17664.97767
DOWN,16,B,51799.0664
DOWN,16,G,28396.94181
DOWN,16,G,35283
DOWN,16,G,40000
DOWN,16,L,43.98226
DOWN,16,L,43.98226
DOWN,16,L,43.98226
DOWN,16,L,43.98226
DOWN,16,L,43.98226
DOWN,16,L,43.98226
DOWN,16,L,43.98226
DOWN,16,L,43.98226
DOWN,16,L,43.98226
DOWN,16,L,43.98226
DOWN,16,L,78.53975
DOWN,16,L,78.53975
DOWN,16,L,78.53975
DOWN,16,L,78.53975
DOWN,16,L,78.53975
DOWN,16,L,78.53975
DOWN,16,L,78.53975
DOWN,16,L,78.53975
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,120.1658175
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,125.6636
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,131.94678
DOWN,16,L,255.2541875
DOWN,16,L,255.2541875
DOWN,16,L,255.2541875
DOWN,16,L,255.2541875
DOWN,16,L,255.2541875
DOWN,16,W,942.477
DOWN,16,W,942.477
DOWN,16,W,942.477
DOWN,16,W,942.477
DOWN,16,W,942.477
DOWN,16,W,942.477
DOWN,16,W,3656.81076
DOWN,16,W,4599.28776
DOWN,16,W,5356.41095
DOWN,16,W,6911.498
DOWN,16,W,8042.4704
DOWN,16,W,8042.4704
DOWN,26,B,471.0819515
DOWN,26,B,926.8502473
DOWN,26,B,926.8502473
DOWN,26,B,926.8502473
DOWN,26,B,926.8502473
DOWN,26,B,926.8502473
DOWN,26,B,926.8502473
DOWN,26,B,926.8502473
DOWN,26,B,926.8502473
DOWN,26,B,1438.793792
DOWN,26,B,1731.265825
DOWN,26,B,2074.534939
DOWN,26,B,2074.534939
DOWN,26,B,2074.534939
DOWN,26,B,2074.534939
DOWN,26,B,2074.534939
DOWN,26,B,2074.534939
DOWN,26,B,2074.534939
DOWN,26,B,3486.826664
DOWN,26,B,3960.957646
DOWN,26,B,4577.663312
DOWN,26,B,6106.734093
DOWN,26,B,7891.05089
DOWN,26,B,10547.12648
DOWN,26,B,11030.56178
DOWN,26,B,25695.37917
DOWN,26,B,31722.69033
DOWN,26,L,18142.68225
DOWN,26,W,439.8226
DOWN,26,W,439.8226
DOWN,26,W,439.8226
DOWN,26,W,439.8226
DOWN,26,W,439.8226
DOWN,26,W,1859.82128
DOWN,26,W,2488.13928
DOWN,26,W,2905.97075
DOWN,26,W,4398.226
DOWN,26,W,4555.3055
DOWN,26,W,5654.862
DOWN,26,W,10053.088
DOWN,26,W,12534.9441
DOWN,26,W,12534.9441
DOWN,32,B,1910.799284
DOWN,32,B,12088.72326
DOWN,32,B,23024.82854
DOWN,32,G,4738.221315
DOWN,32,G,20000
DOWN,32,W,1413.7155
DOWN,32,W,1413.7155
DOWN,48,B,615.4224373
DOWN,48,B,615.4224373
DOWN,48,B,1331.186206
DOWN,48,B,1552.140422
DOWN,48,B,2706.53576
DOWN,48,B,2897.047031
DOWN,48,B,5331.147514
DOWN,48,B,7764.128459
DOWN,48,G,11106.15871
DOWN,48,G,20000
DOWN,52,B,215.7142943
DOWN,52,B,215.7142943
DOWN,52,B,215.7142943
DOWN,52,B,951.68071
DOWN,52,B,951.68071
DOWN,52,B,951.68071
DOWN,52,B,951.68071
DOWN,52,B,4425.315302
DOWN,52,B,20575.63913
DOWN,52,B,21979.08678
DOWN,52,G,40000
DOWN,52,W,157.0795
DOWN,52,W,157.0795
DOWN,52,W,157.0795
DOWN,52,W,157.0795
EBRA,66,B,166.3062608
EBRA,66,B,166.3062608
EBRA,66,B,166.3062608
EBRA,66,B,166.3062608
EBRA,66,B,166.3062608
EBRA,66,B,166.3062608
EBRA,66,B,210.9558907
EBRA,66,B,228.4033704
EBRA,66,B,237.5265963
EBRA,66,B,238.2538422
EBRA,66,B,238.2538422
EBRA,66,B,238.2538422
EBRA,66,B,238.2538422
EBRA,66,B,384.3871645
EBRA,66,B,466.3235479
EBRA,66,B,466.3235479
EBRA,66,B,874.4117173
EBRA,66,B,874.4117173
EBRA,66,B,874.4117173
EBRA,66,G,31883.83166
EBRA,66,L,47.12385
EBRA,66,L,47.12385
EBRA,66,L,47.12385
EBRA,66,L,47.12385
EBRA,66,L,47.12385
EBRA,66,L,47.12385
EBRA,66,L,47.12385
EBRA,66,L,47.12385
EBRA,66,L,47.12385
EBRA,66,L,47.12385
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,L,93.4623025
EBRA,66,W,376.9908
EBRA,66,W,376.9908
EBRA,66,W,376.9908
EBRA,66,W,376.9908
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1256.636
EBRA,66,W,1602.2109
EBRA,66,W,2513.272
EBRA,66,W,3958.4034
EBRA,66,W,4241.1465
EBRA,66,W,4476.76575
EBRA,66,W,5654.862
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,127.0309299
EBRA,74,B,226.19448
EBRA,74,B,226.19448
EBRA,74,B,226.19448
EBRA,74,B,237.6340321
EBRA,74,B,237.6340321
EBRA,74,B,256.9537917
EBRA,74,B,307.3946742
EBRA,74,B,1976.59004
EBRA,74,G,37677.55676
EBRA,74,L,439.8226
EBRA,74,L,439.8226
EBRA,74,L,439.8226
EBRA,74,L,439.8226
EBRA,74,L,439.8226
EBRA,74,L,439.8226
EBRA,74,L,439.8226
EBRA,74,L,439.8226
EBRA,74,W,471.2385
EBRA,74,W,471.2385
EBRA,74,W,518.36235
EBRA,74,W,1507.9632
EBRA,74,W,1884.954
EBRA,84,B,66.6176497
EBRA,84,B,66.6176497
EBRA,84,B,66.6176497
EBRA,84,B,148.3035773
EBRA,84,B,148.3035773
EBRA,84,B,148.3035773
EBRA,84,B,148.3035773
EBRA,84,B,148.3035773
EBRA,84,B,226.0241686
EBRA,84,B,226.0241686
EBRA,84,B,226.0241686
EBRA,84,B,226.0241686
EBRA,84,B,273.2121039
EBRA,84,B,273.2121039
EBRA,84,G,39067.73317
EBRA,84,L,240.331635
EBRA,84,L,240.331635
EBRA,84,L,1068.1406
EBRA,84,L,1068.1406
EBRA,84,L,1068.1406
EBRA,84,L,1068.1406
EBRA,84,L,1068.1406
EBRA,84,L,1068.1406
EBRA,84,L,1068.1406
EBRA,84,L,1068.1406
EBRA,84,L,1068.1406
EBRA,84,L,1068.1406
EBRA,84,W,486.94645
EBRA,84,W,486.94645
EBRA,84,W,486.94645
EBRA,84,W,565.4862
EBRA,84,W,565.4862
EBRA,84,W,565.4862
EBRA,84,W,4398.226
EBRA,98,B,319.7031569
EBRA,98,B,319.7031569
EBRA,98,B,319.7031569
EBRA,98,B,319.7031569
EBRA,98,B,319.7031569
EBRA,98,B,1033.585553
EBRA,98,B,1033.585553
EBRA,98,B,1033.585553
EBRA,98,B,1651.369202
EBRA,98,B,1651.369202
EBRA,98,B,1651.369202
EBRA,98,B,1651.369202
EBRA,98,B,1651.369202
EBRA,98,G,37690.99689
EBRA,98,L,989.60085
EBRA,98,L,989.60085
EBRA,98,L,989.60085
EBRA,98,L,989.60085
EBRA,98,W,1884.954
EBRA,98,W,2827.431
EBRA,98,W,4146.8988
EBRA,100,B,305.9399444
EBRA,100,B,305.9399444
EBRA,100,B,385.1092974
EBRA,100,B,385.1092974
EBRA,100,B,385.1092974
EBRA,100,B,385.1092974
EBRA,100,B,603.941391
EBRA,100,B,603.941391
EBRA,100,B,603.941391
EBRA,100,B,1237.663421
EBRA,100,B,1814.537887
EBRA,100,B,2146.264372
EBRA,100,B,2146.264372
EBRA,100,B,2146.264372
EBRA,100,B,2146.264372
EBRA,100,G,31015.9179
EBRA,100,L,197.92017
EBRA,100,L,197.92017
EBRA,100,L,197.92017
EBRA,100,L,197.92017
EBRA,100,L,197.92017
EBRA,100,L,197.92017
EBRA,100,L,640.88436
EBRA,100,L,640.88436
EBRA,100,L,640.88436
EBRA,100,W,314.159
EBRA,100,W,314.159
EBRA,100,W,314.159
EBRA,100,W,314.159
EBRA,100,W,314.159
EBRA,100,W,314.159
EBRA,100,W,314.159
EBRA,100,W,314.159
EBRA,100,W,314.159
EBRA,100,W,1332.03416
EBRA,100,W,1979.2017
EBRA,100,W,2827.431
EBRA,100,W,2827.431
EBRA,100,W,2827.431
EBRA,100,W,2827.431
EBRA,100,W,3298.6695
EBRA,100,W,6534.5072
EBRA,100,W,6597.339
EBRA,114,B,134.0283667
EBRA,114,B,775.7681387
EBRA,114,B,775.7681387
EBRA,114,B,775.7681387
EBRA,114,B,775.7681387
EBRA,114,B,828.3305827
EBRA,114,B,828.3305827
EBRA,114,B,828.3305827
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,883.1617713
EBRA,114,B,979.0145614
EBRA,114,B,1999.413873
EBRA,114,B,2038.919947
EBRA,114,B,2138.085156
EBRA,114,B,2714.073649
EBRA,114,B,7319.780859
EBRA,114,G,12822.25225
EBRA,114,G,20000
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,66.7587875
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,L,235.61925
EBRA,114,W,4241.1465
